1,64,-6.3,709,709,0.99
2,64,-6.3,1103,1812,0.99
3,64,-6.3,644,2456,0.99
4,23,-2.2,801,3257,0.99
5,22,-2.1,949,4206,0.99
6,20,-1.9,975,5181,0.99
7,25,-2.4,913,6094,0.99
8,19,-1.8,901,6995,0.99
9,23,-3.1,904,7899,0.99
10,25,-6.2,905,8804,0.99
11,21,-2,899,9703,0.99
12,21,-2.9,898,10601,0.99
13,22,-5,900,11501,0.99
14,17,-1.6,893,12394,0.99
15,25,-3.3,897,13291,0.99
16,27,-3.5,901,14192,0.99
17,16,-3.4,892,15084,0.99
18,20,-2.8,897,15981,0.99
19,28,-3.6,897,16878,0.99
20,15,-1.4,898,17776,0.99
21,21,-2,902,18678,0.99
22,17,-1.6,895,19573,0.99
23,18,-3.5,900,20473,0.99
24,19,-1.8,896,21369,0.99
25,22,-3,912,22281,0.99
26,25,-2.4,910,23191,0.99
27,27,-3.5,900,24091,0.99
28,18,-4.5,903,24994,0.99
29,24,-2.3,910,25904,0.99
30,22,-2.1,901,26805,0.99
31,17,-3.4,904,27709,0.99
32,28,-2.7,902,28611,0.99
33,20,-3.8,904,29515,0.99
34,22,-2.1,906,30421,0.99
35,20,-1.9,904,31325,0.99
36,19,-1.8,907,32232,0.99
37,21,-2,908,33140,0.99
38,26,-2.5,920,34060,0.99
39,18,-1.7,907,34967,0.99
40,25,-2.4,901,35868,0.99
41,19,-1.8,907,36775,0.99
42,28,-2.7,907,37682,0.99
43,21,-2.9,908,38590,0.99
44,20,-1.9,902,39492,0.99
45,25,-2,909,40401,0.99
46,25,-3.3,903,41304,0.99
47,25,-2.4,908,42212,0.99
48,18,-1.7,896,43108,0.99
49,17,-1.6,902,44010,0.99
50,19,-1.8,905,44915,0.99
1,64,-6.3,322,322,0.6
2,64,-6.3,173,495,0.6
3,64,-6.3,291,786,0.6
4,64,-6.3,422,1208,0.6
5,64,-6.3,217,1425,0.6
6,64,-6.3,181,1606,0.6
7,64,-6.3,115,1721,0.6
8,64,-6.3,113,1834,0.6
9,64,-6.3,155,1989,0.6
10,64,-6.3,110,2099,0.6
11,64,-6.3,110,2209,0.6
12,64,-6.3,107,2316,0.6
13,64,-6.3,119,2435,0.6
14,64,-6.3,173,2608,0.6
15,64,-6.3,121,2729,0.6
16,64,-6.3,110,2839,0.6
17,64,-6.3,109,2948,0.6
18,64,-6.3,112,3060,0.6
19,64,-6.3,111,3171,0.6
20,64,-6.3,116,3287,0.6
21,64,-6.3,121,3408,0.6
22,64,-6.3,179,3587,0.6
23,64,-6.3,164,3751,0.6
24,64,-6.3,108,3859,0.6
25,64,-6.3,114,3973,0.6
26,64,-6.3,110,4083,0.6
27,64,-6.3,107,4190,0.6
28,64,-6.3,108,4298,0.6
29,64,-6.3,115,4413,0.6
30,64,-6.3,109,4522,0.6
31,64,-6.3,109,4631,0.6
32,64,-6.3,110,4741,0.6
33,64,-6.3,108,4849,0.6
34,64,-6.3,110,4959,0.6
35,64,-6.3,109,5068,0.6
36,64,-6.3,106,5174,0.6
37,64,-6.3,109,5283,0.6
38,64,-6.3,112,5395,0.6
39,64,-6.3,110,5505,0.6
40,64,-6.3,111,5616,0.6
41,64,-6.3,109,5725,0.6
42,64,-6.3,110,5835,0.6
43,64,-6.3,108,5943,0.6
44,64,-6.3,110,6053,0.6
45,64,-6.3,107,6160,0.6
46,64,-6.3,109,6269,0.6
47,64,-6.3,116,6385,0.6
48,64,-6.3,112,6497,0.6
49,64,-6.3,106,6603,0.6
50,64,-6.3,111,6714,0.6
1,64,-6.3,373,373,0.75
2,64,-6.3,391,764,0.75
3,64,-6.3,359,1123,0.75
4,64,-6.3,296,1419,0.75
5,64,-6.3,206,1625,0.75
6,64,-6.3,280,1905,0.75
7,64,-6.3,184,2089,0.75
8,64,-6.3,187,2276,0.75
9,64,-6.3,216,2492,0.75
10,64,-6.3,271,2763,0.75
11,64,-6.3,185,2948,0.75
12,64,-6.3,184,3132,0.75
13,64,-6.3,184,3316,0.75
14,64,-6.3,186,3502,0.75
15,64,-6.3,241,3743,0.75
16,64,-6.3,290,4033,0.75
17,64,-6.3,192,4225,0.75
18,64,-6.3,183,4408,0.75
19,64,-6.3,187,4595,0.75
20,64,-6.3,185,4780,0.75
21,64,-6.3,183,4963,0.75
22,64,-6.3,186,5149,0.75
23,64,-6.3,187,5336,0.75
24,64,-6.3,201,5537,0.75
25,64,-6.3,193,5730,0.75
26,64,-6.3,183,5913,0.75
27,64,-6.3,183,6096,0.75
28,64,-6.3,188,6284,0.75
29,64,-6.3,187,6471,0.75
30,64,-6.3,191,6662,0.75
31,64,-6.3,186,6848,0.75
32,64,-6.3,184,7032,0.75
33,64,-6.3,184,7216,0.75
34,64,-6.3,186,7402,0.75
35,64,-6.3,189,7591,0.75
36,64,-6.3,186,7777,0.75
37,64,-6.3,186,7963,0.75
38,64,-6.3,185,8148,0.75
39,64,-6.3,189,8337,0.75
40,64,-6.3,188,8525,0.75
41,64,-6.3,192,8717,0.75
42,64,-6.3,180,8897,0.75
43,64,-6.3,181,9078,0.75
44,64,-6.3,185,9263,0.75
45,64,-6.3,185,9448,0.75
46,64,-6.3,197,9645,0.75
47,64,-6.3,180,9825,0.75
48,64,-6.3,182,10007,0.75
49,64,-6.3,185,10192,0.75
50,64,-6.3,186,10378,0.75
1,64,-6.3,618,618,0.9
2,64,-6.3,1142,1760,0.9
3,64,-6.3,553,2313,0.9
4,64,-6.3,480,2793,0.9
5,64,-6.3,665,3458,0.9
6,64,-6.3,522,3980,0.9
7,64,-6.3,618,4598,0.9
8,64,-6.3,564,5162,0.9
9,64,-6.3,540,5702,0.9
10,64,-6.3,543,6245,0.9
11,64,-6.3,550,6795,0.9
12,64,-6.3,537,7332,0.9
13,64,-6.3,542,7874,0.9
14,64,-6.3,532,8406,0.9
15,64,-6.3,540,8946,0.9
16,64,-6.3,532,9478,0.9
17,64,-6.3,537,10015,0.9
18,64,-6.3,538,10553,0.9
19,64,-6.3,532,11085,0.9
20,64,-6.3,536,11621,0.9
21,64,-6.3,527,12148,0.9
22,64,-6.3,539,12687,0.9
23,64,-6.3,534,13221,0.9
24,64,-6.3,535,13756,0.9
25,64,-6.3,535,14291,0.9
26,64,-6.3,539,14830,0.9
27,64,-6.3,533,15363,0.9
28,64,-6.3,537,15900,0.9
29,64,-6.3,530,16430,0.9
30,64,-6.3,535,16965,0.9
31,64,-6.3,539,17504,0.9
32,64,-6.3,538,18042,0.9
33,64,-6.3,540,18582,0.9
34,64,-6.3,534,19116,0.9
35,64,-6.3,543,19659,0.9
36,64,-6.3,533,20192,0.9
37,64,-6.3,539,20731,0.9
