1,100,-9.9,79,79,0.99
2,100,-9.9,68,147,0.99
3,100,-9.9,22,169,0.99
4,100,-9.9,49,218,0.99
5,100,-9.9,61,279,0.99
6,100,-9.9,64,343,0.99
7,100,-9.9,39,382,0.99
8,100,-9.9,34,416,0.99
9,100,-9.9,32,448,0.99
10,100,-9.9,41,489,0.99
11,100,-9.9,53,542,0.99
12,100,-9.9,161,703,0.99
13,100,-9.9,72,775,0.99
14,100,-9.9,69,844,0.99
15,100,-9.9,63,907,0.99
16,100,-9.9,93,1000,0.99
17,100,-9.9,198,1198,0.99
18,100,-9.9,127,1325,0.99
19,100,-9.9,135,1460,0.99
20,100,-9.9,135,1595,0.99
21,100,-9.9,48,1643,0.99
22,100,-9.9,59,1702,0.99
23,100,-9.9,38,1740,0.99
24,100,-9.9,44,1784,0.99
25,100,-9.9,34,1818,0.99
26,100,-9.9,36,1854,0.99
27,100,-9.9,45,1899,0.99
28,100,-9.9,65,1964,0.99
29,100,-9.9,61,2025,0.99
30,100,-9.9,71,2096,0.99
31,100,-9.9,60,2156,0.99
32,100,-9.9,43,2199,0.99
33,100,-9.9,51,2250,0.99
34,100,-9.9,46,2296,0.99
35,100,-9.9,46,2342,0.99
36,100,-9.9,47,2389,0.99
37,100,-9.9,54,2443,0.99
38,100,-9.9,58,2501,0.99
39,100,-9.9,54,2555,0.99
40,100,-9.9,60,2615,0.99
41,100,-9.9,60,2675,0.99
42,100,-9.9,56,2731,0.99
43,100,-9.9,79,2810,0.99
44,100,-9.9,90,2900,0.99
45,100,-9.9,87,2987,0.99
46,100,-9.9,61,3048,0.99
47,100,-9.9,64,3112,0.99
48,100,-9.9,60,3172,0.99
49,100,-9.9,57,3229,0.99
50,100,-9.9,57,3286,0.99
51,100,-9.9,61,3347,0.99
52,100,-9.9,60,3407,0.99
53,100,-9.9,68,3475,0.99
54,100,-9.9,58,3533,0.99
55,100,-9.9,66,3599,0.99
56,100,-9.9,68,3667,0.99
57,100,-9.9,67,3734,0.99
58,100,-9.9,63,3797,0.99
59,100,-9.9,69,3866,0.99
60,100,-9.9,65,3931,0.99
61,100,-9.9,66,3997,0.99
